id,wod,category
956,"2022 crossfit games championships event #4


elizabeth elevated
for time
21-15-9-9-9
squat cleans (135/95 lb)
dips with parallel bar traverses

time cap: 10/12 minutes",for_time
957,"2022 crossfit games championships event #11


the alpaca
for time
126 foot sled push (6x32/24 kettlebells), decreasing in load
2 legless rope climbs
20 kettlebell clean-and-jerks (2x32/24 kg)
42 foot sled push (2x32/24 kettlebells)
2 legless rope climbs
15 kettlebell clean-and-jerks (2x32/24 kg)
42 foot sled push (4x32/24 kettlebells)
2 legless rope climbs
10 kettlebell clean-and-jerks (2x32/24 kg)
42 foot sled push (6x32/24 kettlebells)

time cap: 18 minutes",for_time
958,"upper cape crossfit new year's eve wod


12/31
for time
31 push presses (75/55 lb)
31 pull-ups
31 snatches (75/55 lb)
31 sit-ups
31 toes-to-bars
31 push-ups
31 box jumps (24/20 in)
31 back squats (75/55 lb)
31 unbroken double-unders
31 thrusters (75/55 lb)
31 lunges
31 burpees

then, 365 meter row",for_time
959,"555 fitness firefighter memorial wod

steve skipton sr.
for time
400 meter run
25 kettlebell swings (1.5/1 pood)
25 burpees
25 air squats
25 single-arm kettlebell push press (1.5/1 pood)
1 mile run
25 kettlebell swings (1.5/1 pood)
25 burpees
25 air squats
25 single-arm kettlebell push press (1.5/1 pood)
400 meter run",for_time
960,"crossfit teesside memorial wod


the six
6 rounds for time
600 meter run
6 power cleans (80/50 kg)
6 box jumps (30/24 in)
6 kettlebell swings (32/24 kg)
6 burpees over the bar",for_time
961,"memorial wod for george floyd

justice for george
for time
612 walking lunges
46 burpees

every 5 minutes, perform:
25 air squats
20 push-ups",for_time
962,"crossfit superfly easter wod

by his wounds
3 rounds for time (in a team of 3)
39 thrusters (95/65 lb)
400 meter team run with 1 medicine ball (20/14 lb)
100 sledgehammer hits on tire (10/8 lb)
1 minute team dead hang hold
30 bar over burpees
30 deadlifts (185/135 lb)",for_time
963,"memorial wod

emilio rivera
for time
buy-in: 800 meter run

then, 5 rounds of:
22 push-ups
21 air squats
33 mountain climbers
10 burpees

cash-out: 800 meter run",for_time
964,"crossfit hero wod


rj
5 rounds for time
800 meter run
5 rope climbs (15 ft)
50 push-ups",for_time
965,"555 fitness hero wod

john florio
for time
10 bench presses (75% bw)
10 ring dips
20 bench presses (50% bw)
20 diamond push-ups
30 bench presses (35% bw)
30 push-ups",for_time
966,"crossfit hero wod


scotty
amrap in 11 minutes
5 deadlifts (315/205 lb)
18 wall ball shots (20/14 lb)
17 bar over burpees",amrap
967,"black house strength hero wod

seals
for time (with a partner)
buy-in: 2,006 meter ski

then, 15 rounds of:
12 dumbbell thrusters (2x50/35 lb)
10 stone over shoulders (100/70 lb)

cash-out: 2,947 meter bike

*every 7 minutes, perform 22 burpees (each)

time cap: 40 minutes",for_time
968,"m4g crossfit hero wod

leath
10 rounds for time
4 burpee box jump overs (24/20 in)
9 american kettlebell swings (24/16 kg)
20 push-ups
24 air squats",for_time
969,"the movement training day hero wod

maxim 56
for time (with a partner)
buy-in: 56 second handstand hold / wall sit

then, each athlete completes:
56 burpees
56 flutter kicks (4-count)
56 walking lunges
56 hand release push-ups
56 air squats

cash-out: 5,600 meter run",for_time
970,"the roost crossfit hero wod

calata
6 rounds for time
440 meter row
3 clean-and-jerks (135/95 lb)
16 burpees
22 sit-ups
35 jump ropes

buy-out: 1 mile run",for_time
971,"lisa reither

groundhog day
10 rounds for time
20 double-unders
10 toes-to-bars
5 power snatches (95/65 lb)",for_time
972,"luke downing

kong
300 kb alt arm swings
*emom 5 burpees starting at 01:00",emom
973,"coach creation wod by @carrichey
legs gone bad
for time
150 rounds of:
1 jump squat
1 left leg jumping lunge
1 right leg jumping lunge",for_time
974,"melt programming

melt programming metcon 11/07/2023
30 minute emom
first 15 minutes -
1) 5 bb power clean
2) 10 calories - air bike
3) 15 burpee
4) 10 bb back squat
5) 5 bb push jerk

last 15 minutes -
1) 3 bb power clean
2) 6 calories - air bike
3) 9 burpee
4) 6 bb back squat
5) 3 bb push jerk

barbell weight - 155/105 lb",emom
975,"ben bergeron

fight club
3 rounds for reps in 17 minutes
1:00 thrusters (95/65 lb)
1:00 power cleans (95/65 lb)
1:00 box jump-overs (24/20 in)
1:00 pull-ups
1:00 assault bike cals
1:00 rest",other
976,"james fitzgerald

lactic repeats
3 rounds for time
250 meter row
15 kettlebell swings (70/53 lb)
25 burpees
15 kettlebell swings (70/53 lb)
250 meter row

12 minute rest after each round",for_time
977,"ncfit benchmark wod

walk it out
for time
25-20-15 deadlifts (155/105 lb)
50-40-30 walking lunges
50 meter double kettlebell farmer's carry (2x70/53 lb)*

rest 1 minute

15-10-5 deadlifts (225/155 lb)
30-20-10 walking lunges
50 meter double kettlebell farmer's carry (2x70/53 lb)*

*complete the farmer's carry after each full set.",for_time
978,"benchmark / tribute wod


freddy's revenge
5 rounds for time
5 shoulder-to-overheads (185/135 lb)
10 burpees",for_time
979,"complete fitness nenagh memorial wod

r116
for time (with a partner)
200 meter dumbbell carry (2x15/10 kg)*
116 dumbbell push presses (2x15/10 kg, each)
116 dumbbell power cleans (2x15/10 kg, each)
116 burpees over partner (total)
200 meter dumbbell carry (2x15/10 kg)*

*5 dumbbell front squats (2x15/10 kg) every time the dumbbells touch the ground",for_time
980,"fundraiser wod for follicular lymphoma foundation

fck fl
perform (in teams of 3) in 120 minutes
max burpees

every 20 minutes complete the next benchmark wod:

at 20 min: team isabel
60 snatches (135/95 lb)

at 40 min: team cindy
5 rounds each of:
5 pull-ups
10 push-ups
15 air squats

at 60 min: team grace
60 clean-and-jerks (135/95 lb)

at 80 min: team fran
42-30-18 reps of:
thrusters (95/65 lb)
pull-ups

at 100 min: team annie
100-80-60-40-20 reps of:
double-unders
sit-ups

at 120 min: team karen
300 wall ball shots (20/14 lb)

time cap for each benchmark wod: 10 minutes",other
981,"edc crossfit tribute/memorial wod


captain tom
for time
10 rounds of:
30 lunges
4 devil presses (2x50/35 lb)
19 air squats
20 double-unders

directly into:
100 burpees",for_time
982,"crossfit hero wod


kutschbach
7 rounds for time
11 back squats (185/135 lb)
10 jerks (135/95 lb)",for_time
983,"crossfit incendia/spartanfit hero wod


brad harper
5 rounds for time
18 kettlebell swings (2/1.5 pood)
13 burpees
23 wall ball shots (20/14 lb)",for_time
984,"hero wod

chief john sing
emom for 10 minutes
1 minute max renegade rows (2x50/35 lb)
1 minute max push-ups
1 minute max mountain climbers
1 minute max air squats
1 minute max curl to overhead press (2x50/35 lb)

repeat 2x",emom
985,"hero wod

ella french
for time
buy-in: 4:18 plank hold

directly into:
15 kettlebell swings (53/36 lb)
13 air squats
71 burpees
8 kettlebell swings (53/36 lb)
21 air squats

cash-out: 3:30 plank hold",for_time
986,"hero wod

philip m wigal
for time (with a partner)
1,507 meter row
157 calorie bike
35 devil presses (2x50/35 lb)
4 bear complexes (95/65 lb)*
11 synchronized bar over burpees

1 bear complex is 7 unbroken reps of:
1 clean
1 front squat
1 push press
1 back squat
1 push press",for_time
987,"justin sloan
romeo
for time
50 hand release push-ups
1 mile run
50 hand release push-ups

wear a weight vest (20/10 lb)",for_time
988,"brendan walcoff
the posture reset
5 rounds for time
10 band pull-aparts
50 meter left arm suitcase carry (50/35 lb)
10 band pull-aparts
50 meter right arm suitcase carry (50/35 lb)",for_time
989,"coach creation wod
hangul day
for time (with a partner)
70 goblet squats (24/16 kg)
70 knees-to-elbows
70 dumbbell thrusters (2x20/15 kg)
70 calorie row
70 medicine ball cleans (30/14 lb)
70 burpees
70 sit-ups
70 wall ball shots (30/14 lb)
70 jerks (95/65 kg)
70 chest-to-bar pull-ups
70 kettlebell swings (24/16 kg)
70 toes-to-bars
70 push-ups
70 hang power cleans (95/65 lb)",for_time
990,"heather black
(gym)wod #60
5 minute emom
5 front squats

5 minute emom
20 sit ups

5 minute emom
5 power cleans

5 minute emom
20 push ups

5 minute emom
10 bent over row",emom
991,"garagegymathlete benchmark wod

south wrestler
10 rounds for time
3 cleans (135/95 lb)
6 hand release push-ups
9 burpees
12 strict pull-ups
24 foot bear crawl

time cap: 30 minutes",for_time
992,"hyrox workout of the week
richie
2 rounds for time
500 meter ski erg
20 burpees
20 wall ball shots (20/14 lb)
500 meter row

time cap: 25 minutes",for_time
993,"street parking vault wod

morpheus
three amraps for total reps in 17 minutes
from 0:00-5:00, amrap of:
man makers (2x50/35 lb)

rest 3 minutes

from 8:00-12:00, amrap of:
devil presses (2x50/35 lb)

rest 2 minutes

from 14:00-17:00, amrap of:
burpees",amrap
994,"street parking vault wod

athena
four 4-minute amraps om 19 minutes
from 0:00-4:00, amrap of:
8 pull-ups
12 dumbbell push presses (2x50/35 lb)

rest 1 minute

from 5:00-9:00, amrap of:
12 push-ups
8 dumbbell snatches (2x50/35 lb)

rest 1 minute

from 10:00-14:00, amrap of:
8 pull-ups
12 dumbbell push presses (2x50/35 lb)

rest 1 minute

from 15:00-19:00, amrap of:
12 push-ups
8 dumbbell snatches (2x50/35 lb)",amrap
995,"triqual programming
death by backsquats (volume)
every 2 min for as long as possible
5 back squats @70%

*after each round, add one repetition.",other
996,"coach ivan
coach ivan 10/11/23
warm up

gymnastic
5x30"" l-sit hold
5x10"" handstand hold

strength
5 x 10 med ball clean
5 x 10 plyo push up

pre work
tabata
sit up

wod

four tabatas for max reps in 19 minutes
tabata deadlift (90/70 kg)
tabata hang power clean (90/70 kg)
tabata front squat (40/35 kg)
tabata push press (40/35 kg)

1 minute rest between exercises",tabata
997,"classic benchmark wod


seven deadly sins
for time
10 chest-to-bar pull-ups
20 toes-to-bars
30 deadlifts (185/135 lb)
100 double-unders
30 box jumps (24/20 in)
20 burpees
10 cleans (185/135 lb)",for_time
998,"crossfit invictus benchmark wod


sage at 20
amrap in 20 minutes
20 thrusters (135/95 lb)
20 pull-ups
20 burpees",amrap
999,"assault fitness benchmark wod

assault baseline
for time
60 calorie assault air bike
50 air squats
40 abmat sit-ups
30 push-ups
20 pull-ups
10 burpees",for_time
1000,"hyrox workout of the week


lennon
for time
5 rounds of:
1,000 meter run
25 push-ups

rest 5 minutes

then, 4 rounds of:
500 meter row

rest 1 minute

time cap: 55 minutes",for_time
1001,"2022 crossfit games championships event #8


rinse 'n' repeat
every 2 minutes for 16 minutes
50-yard swim
8-cal ski erg*

*add 2 calories each round for 6 rounds, then complete as many calories as possible for rounds 7 and 8.

time cap: 2 minutes per round, 8 possible rounds",emom
1002,"crossfit kampen tribute wod

jordy's goodbye
for time (with a partner)
800 meter farmer carry (24/16kg)
100 air squats / plank hold
90 pull-ups / superman hold
80 sit-ups / wall sit hold
70 burpees / hang hold
60 hand-release push-ups / handstand hold
50 buddy deadlifts (100/70 kg)
400 meter farmer carry (24/16 kg)",for_time
1003,"alternative athletics thanksgiving wod

burn the bird
for time
30 clean-and-jerks (135/95 lb)

rest 5 minutes

then, 5 rounds of:
15 calorie bike
15 kettlebell swings (2/1.5 pood)

rest 4 minutes

then, 4 rounds of:
4 pull-ups
8 push-ups
16 air squats

rest 3 minutes

then, 3 rounds of:
15 box jumps (24/20 in)
15 calorie row

rest 2 minutes

then, 2 rounds of:
20 wall ball shots (20/14 lb)
30 sit-ups

rest 1 minute

finally, perform:
50 burpees",for_time
1004,"memorial wod

karen arnold
for time
150 goblet squats (53/35 lb)

perform 5 burpees at the top of each minute, starting at 0:00",for_time
1005,"pete marjamaa
9/11 team wod
partner 1
max calorie row (or bike or ski)*

partner 2
9 bar facing burpees
11 thrusters (95/65 lb)
23 double-unders

partners switch after each round's double-unders are completed.

*continue until 343 total calories have been accumulated

30 minute time cap",other
1006,"memorial wod for stephanie taglietta

irish exit
for time
30 alternating dumbbell snatches (50/35 lb)
30 air squats
30 deadlifts (185/135 lb)
30 push-ups
30 hang cleans (115/85 lb)
30 wall ball shots (20/14 lb)
30 russian kettlebell swings (53/35 lb)
30 box jump overs (20 in)
30 shoulder-to-overheads (95/65 lb)
30 ball slams (20/14 lb)
18 burpees

cash-out: 518 meter row",for_time
1007,"crossfit hero wod


tk
amrap in 20 minutes
8 strict pull-ups
8 box jumps (36/30 in)
12 kettlebell swings (2/1.5 pood)",amrap
1008,"crossfit hero wod


luce
3 rounds for time
1,000 meter run
10 muscle-ups
100 air squats

wear a weight vest (20/14 lb)",for_time
1009,"australian hero wod


ashley birt
11 rounds for time
29 meter shuttle run
10 burpees
10 sit-ups
10 thrusters (20/15 kg)",for_time
1010,"555 fitness hero wod


michael haub
emom for 10 minutes
4 front squats (225/155 lb)
10 double-unders",emom
1011,"crossfit hero wod


the lyon
5 rounds for time
7 squat cleans (165/115 lb)
7 shoulder-to-overheads (165/115 lb)
7 burpee chest-to-bar pull-ups

2 minutes rest between rounds",for_time
1012,"555 fitness hero wod

james pappageorge
21-15-9 reps for time
push presses (135/95 lb)
toes-to-bars",for_time
1013,"555 fitness hero wod

lincoln quappe
for time
10-9-8-7-6-5-4-3-2-1 reps of:
thrusters (95/65 lb)

1-2-3-4-5-6-7-8-9-10 reps of:
burpees",for_time
1014,"crossfit davis hero wod

natalie corona
amrap (with a partner) in 22 minutes
partner a, perform amrap of:
20 sit-ups
20 burpees

...while partner b performs:
400 meter run

partners switch after each run

wear a weight vest (20/14 lb) throughout",amrap
1015,"james fitzgerald

back squat + neuromuscular efficiency
for load
1 rep max tempo back squat

rest 10 minutes

then, max reps (1 set) of:
30x1 rep max back squat (85% of 1rm)",for_load
1016,"jacob heppner

i know you've got 5 minutes
21-15-9 reps for time
d-ball over shoulders (150/100 lb)
calorie bike erg

time cap: 5 minutes",for_time
1017,"tribute wod for peter stoji
the stoji
for time
100 burpees",for_time
1018,"ben bergeron

trust fall
amrap in 20 minutes
40 air squats
20 push-ups
10 reverse burpees

every 2 minutes on the minute starting 0:00, perform:
40 double-unders",amrap
1019,"garagegymathlete benchmark wod
eo3 5k
for time
6 rounds of:
800 meter run

after each 800 meter run, perform 3 rounds of:
5 push-ups
10 sit-ups
15 air squats

rest 3 minutes

100 meter sprint

rest 60 seconds

100 meter sprint",for_time
1020,"challenge workout by dan john
the eagle
8 rounds for time
8 kettlebell front squats (2x24/12 kg)
20 meter farmer's carry (2x24/12 kg)
8 kettlebell front squats (2x24/12 kg)",for_time
1021,"street parking vault wod

heracles
4 rounds for time
200 meter run
6 man makers (2x50/35 lb)
200 meter run
12 devil presses (2x50/35 lb)",for_time
1022,"ham plan wod
corgi
emom for 18 minutes
minute 1: 30 second dumbbell floor presses (2x50/35 lb)
minute 2: 30 second sumo deadlifts (225/155 lb)
minute 3: rest

repeat 6x",emom
1023,"beyond strength and endurance
bse wod 2/29/24
3 rounds for time:

400m run

15 mb slams

2 rope climbs",for_time
1024,"ben bergeron

surfer on acid
3 rounds for time
400 meter run
21 burpees",for_time
1025,"assault fitness benchmark wod

king snatch
5 rounds for time
chest-to-bar pull-ups
10 power snatches
15 calorie assault air bike
20 abmat sit-ups
25 single-unders",for_time
1026,"brandford crossfit memorial wod


mark 35
7 rounds for time
5 bench presses (225/155 lb)
5 power cleans (225/155 lb)
35 double-unders",for_time
1027,"2018 french throwdown qualifier wod #4 (aka: ""ftd qualifier 18.4"")


countdown
emom for 10 minutes
from 0:00-2:00, perform:
15 box jumps (60/50 cm)
5 snatches (60/40 kg)

if completed before 2 minutes, perform:
15 box jumps (60/50 cm)
5 snatches (70/50 kg)

if completed before 4 minutes, perform:
15 box jumps (60/50 cm)
5 snatches (80/55 kg)

if completed before 6 minutes, perform:
15 box jumps (60/50 cm)
5 snatches (90/60 kg)

if completed before 8 minutes, perform:
15 box jumps (60/50 cm)
5 snatches (100/65 kg)",emom
1028,"crossfit morgantown memorial wod


giosi
for time
10 deadlifts (185/125 lb)
10 chest-to-bar pull-ups

1 power clean (185/125 lb)
3 front squats (185/125 lb)

20 handstand push-ups
20 bar facing burpees

1 power clean (185/125 lb)
3 front squats (185/125 lb)

30 alternating dumbbell snatches (50/35 lb)
30 toes-to-bars

1 power clean (185/125 lb)
3 front squats (185/125 lb)

20 handstand push-ups
20 bar facing burpees

1 power clean (185/125 lb)
3 front squats (185/125 lb)

10 deadlifts (185/125 lb)
10 chest-to-bars pull-ups

time cap: 29 minutes",for_time
1029,"crossfit testament memorial wod for tristan red

t. red
for time (with a partner)
21 rounds of:
1 bar muscle-up
1 deadlift (315/225 lb)
2 handstand push-ups

then, 21 rounds of:
1 power clean (225/135 lb)
21 wall ball shots (20/14 lb)
23 push-ups

cash-out: 400 meter weighted partner run (20/14 lb)",for_time
1030,"crossfit hero wod

matt 16
for time
16 deadlifts (275/185 lb)
16 hang power cleans (185/135 lb)
16 push presses (135/95 lb)
800 meter run
16 deadlifts (275/185 lb)
16 hang power cleans (185/135 lb)
16 push presses (135/95 lb)
800 meter run
16 deadlifts (275/185 lb)
16 hang power cleans (185/135 lb)
16 push presses (135/95 lb)",for_time
1031,"fitcops hero wod

dallas 5 (fitcops)
for time
1 mile run
100 elbow plank push-ups
150 sit-ups
100 burpees
150 lunges",for_time
1032,"crossfit hero wod


hollywood
for time
2 km run
22 wall ball shots (30/20 lb)
22 muscle-ups
22 wall ball shots (30/20 lb)
22 power cleans (185/135 lb)
22 wall ball shots (30/20 lb)
2 km run",for_time
1033,"555 fitness hero wod

james amato
emom for 12 minutes
odd minutes:
6 back squats (275/205 lb)

even minutes:
12 4-count mountain climbers",emom
1034,"pete marjamaa

foundation one
amrap in 5 minutes
15 air squats
15 abmat sit-ups",amrap
1035,"shaun spencer

beach day pump
4 rounds in 20 minutes
minute 1:
45 seconds seated strict presses (20/14 lb)
15 seconds rest

minute 2:
45 seconds sit-ups to push presses (20/14 lb)
15 seconds rest

minute 3:
45 seconds bent over rows (20/14 lb)
15 seconds rest

minute 4:
45 seconds push-ups
15 seconds rest

minute 5:
45 seconds mountain climbers
15 seconds rest

repeat 4 times",other
1036,"heather black

(home)work #38
1 round
100 flutter kicks
50 love taps
25 knee tucks

2 rounds
60 flutter kicks
30 love taps
15 knee tucks

3 rounds
40 flutter kicks
20 love taps
10 knee tucks",other
1037,"hyrox workout of the week
costello
10 rounds for time
400 meter run

rest 2 minutes",for_time
1038,"phoenix rising strength & fitness
burn it down
30-20-10
calorie assault bike
kettlebell swings (1.5/1)",other
1039,"assault fitness benchmark wod

bring the heat
for time
15-12-9-6-3 reps of:
power cleans (95/65 lb)
calorie assault bike",for_time
1040,"pete marjamaa
partner ii
for time:
500 meter run (together)

then, each partner completes 2 rounds of:
30x wall balls (20/14 lb)
20/10 toes-to-bar

then, 500 meter run (together)
then-each partner completes 2 rounds of:
25x wall balls (20/14 lb)
15/8x chest-to-bar pull-ups

500 meter run (together)

then, each partner completes 2 rounds of:
20x wall balls (20/14 lb)
10/5x bar muscle-ups

500 meter run (together)

then, each partner completes 2 rounds of:
15x wall balls (20/14 lb)
3/2x rope climbs (15 ft)",for_time
1041,"melt programming
melt programming metcon 12/05/2023
e5mom - 30 min (6 rounds)
12 cal echo bike
12 db hang clean + jerk (50/30 lb)
3 wall walk
12 db push up
12 cal row",emom
1042,"memorial wod for hannah clarke & her 3 children

hann
for time
100 foot handstand walk
100 foot walking lunges (2x22.5/15 kg)
6 ring muscle-ups
100 foot handstand walk
100 foot walking lunges (2x22.5/15 kg)
4 ring muscle-ups
100 foot handstand walk
100 foot walking lunges (2x22.5/15 kg)
3 ring muscle-ups",for_time
1043,"shotgun crossfit memorial wod

eva strong
5 rounds (with a partner) for time
24 double-unders (together)
19 toes-to-bars (split)
2 clean-and-jerks (205/135 lb) (split)
400 meter run (together)",for_time
1044,"hero wod

dale
amrap in 20 minutes
400 meter run
1 rope climb (20 ft)",amrap
1045,"555 fitness hero wod


alan feinberg
every minute on the minute (emom) for 9 minutes
5 back squats (225/155 lb)
5 burpee box jumps (20 in)",emom
1046,"555 fitness hero wod


raymond murphy
5 rounds for time
25 double-unders
35 kettlebell swings (24/16 kg)
45 air squats",for_time
1047,"taco fleur

maxe2mom
e2mom for as long as possible
max unbroken barbell complex (95/65 lb)*

*barbell complex consists of: 1 deadlift, 1 clean, 1 front squat, 1 jerk, 1 hang power clean, 1 jerk, 2 alternating racked reverse lunges (one per leg)

at 30:00 increase the weight (125/85 lb)",emom
1048,"trent simmons
off the bone
5 rounds for max reps
max rep front squats (60-70%)
60 second c2 air bike (90%)

rest 90 seconds",other
1049,"luke downing

mad dog
for time
15-12-9-6-3 reps of:
kettlebell taters (1/2 of bodyweight)
kettlebell over burpees
50 meter bear crawl shuttles (5 meter forward, 5 meter back)",for_time
1050,"element wod

mr. & mrs. claus
amrap (with a partner) in 12 minutes:
6 calorie bike
120 meter row",amrap
1056,"home wod by wod roulette
living room mash 88
emom for 21 minutes
minute 1: 20 push-ups
minute 2: 25 sit-ups
minute 3: 35 air squats

repeat 7x",emom
1057,"coach creation wod
amrap 3's
3x amrap's:
amrap 3:
6 front squats
12 sit-ups

amrap 3:
6 squat cleans
10 hop overs

amrap 3:
6 overhead squats
8 burpees",amrap
1058,"triqual programming

dumbbell unders
21-15-9
dual dumbbell push jerks 50/35
100-70-50
double unders",other
1059,"crossfit antipolis home wod 49

burpfran
21-15-9 reps for time
dumbbell thrusters (2x50/35 lb)
burpees",for_time
1060,"morning chalk up workout of the week
kelsey kiel
5 rounds for total reps
every minute on the minute, complete:
5 power cleans (135/95 lb)
20 wall ball shots (20/14 lb)

rest 2 minutes",emom
1061,"taco fleur

ominous
heavy double kettlebell work
male 2 x 24kgs / 52.8 lbs (total 48kg / 105.6 lbs)
female 2 x 20kgs / 44 lbs (total 40kg / 88 lbs)

clean, strict press, racked squat, and bent-over row
4-minute amrap
2-minute rest

4 cycles",amrap
1062,"melt programming

melt programming metcon 08/23/2023
e6mom - 36 minutes (6 rounds)
5 bb bench press (185/125)
10 db single box step up (50/30 lb)
5 db devil press (50/30 lb)
10 american kb swing (53/35 lb)
50 double unders or 100 single unders
max cals - bikeerg w/ time remaining",emom
1063,"melt programming
melt programming metcon 11/16/2023
30 minute emom
1) 5 db devil press (50/30 lb)
2) 15/11 cals - machine of choice
3) 5 burpee pull up
4) 15 ghd/butterfly sit up
5) 5 bb hang clean (155/105 lb)
6) 15 db chest press (50/30 lb)",emom
1065,"beyond strength and endurance
bse wod 3/12/24
amrap 9:

5 handstand push-ups

4 deadlift

3 power cleans",amrap
1067,"classic benchmark wod


cindy full of grace
3 cycles, for time:
3 rounds of ""cindy""*
10 clean-and-jerks (135/95 lb)

*1 round of ""cindy"" = 5 pull-ups, 10 push-ups, 15 air squats",for_time
1068,"crossfit benchmark wod


roaming diane
21-15-9 reps for time
deadlifts (225/155 lb)
handstand walk (in meters)",for_time
1069,"benchmark wod


nautical nancy
5 rounds for time
500 meter row
15 overhead squats (95/65 lb)",for_time
1070,"crossfit benchmark wod


time priority diane
max reps in 4 minutes 30 seconds
60 seconds of deadlifts (225/155 lb)
60 seconds of handstand push-ups
45 seconds of deadlifts (225/155 lb)
45 seconds of handstand push-ups
30 seconds of deadlifts (225/155 lb)
30 seconds of handstand push-ups",other
1071,"hyrox workout of the week


dylan
7 rounds for time
500 meter row
25 meter sled push
500 meter run

time cap: 45 minutes",for_time
1072,"coach creation wod


speed demon
3 rounds for time
30 dumbbell front squats (35/25 lb)
30 up-downs",for_time
1073,"crossfit hero wod


forrest
3 rounds for time
20 l-pull-ups
30 toes-to-bars
40 burpees
800 meter run",for_time
1075,"555 fitness hero wod

scott larsen
every 2 minutes for as long as possible
push press (75% of 1 rep-max)
handstand push-up

start with 1 repetition of each, then add 1 one repetition to each movement every 2 minutes",other
1076,"hero wod


celiz
for time
1 mile run
75 hand release push-ups
75 air squats
1 mile run
75 sit-ups
75 box jumps (24/20 in)

wear a ruck or a weighted vest (20/15 lb)",for_time
1077,"australian hero games wod


turns
5 rounds for time
15 push presses (50/35 kg)
21 front squats (50/35 kg)
400 meter run",for_time
1079,"crossfit chirnside park hero wod

code 2 off duty
four amraps in 40 minutes
amrap in 12 minutes
4 deadlifts (140/95 kg)
8 bar over burpees
16 handstand push-ups

rest 1 minute

amrap in 10 minutes
3 front squats (100/70 kg)
6 push-ups
9 wall ball shots (20/14 lb)

rest 1 minute

amrap in 8 minutes
9 air squats
6 power cleans (60/40 kg)
3 shoulder-to-overheads (60/40 kg)

rest 1 minute

amrap in 6 minutes
15 thrusters (40/30 kg)
15 pull-ups

rest 1 minute",amrap
1080,"crossfit wenatchee benchmark wod

the reckoning
for time
1 mile run
100 body blasters*
1 mile run

*one body blaster consists of a burpee into a pull-up into a knees-to-elbows",for_time
1081,"justin sloan

saapm 2020
for time
3 rounds of:
12 squat jumps
12 hand release push-ups
12 wide-arm push-ups
20 straight leg raises

directly into, 3 rounds of:
10 tuck jumps
20 shoulder tap push-ups
20 alternating airborne lunges
10 v-ups

finally, 3 rounds of:
60 second plank
25 half-jacks
20 4-count mountain climbers
15 air squats",for_time
1082,"coach creation wod
cindy bro style
amrap in 15 minutes
5 pendlay rows (95/65 lb)
10 strict curls (65/45 lb)
15 push-ups",amrap
1083,"hyrox workout of the week
starr
for time
1,600 meter run
30 mountain climbers
1,200 meter run
30 alternating kettlebell lunges (2x24/16 kg)
800 meter run
30 goblet squats (24/16 kg)
400 meter run
30 wall ball shots (20/14 lb)

time cap: 45 minutes",for_time
1084,"challenge workout by dan john
the spartan
10 rounds for time (with a partner)
5 deadlifts (315/225 lb)
bear crawl

on the last round, do bear crawl until failure.",for_time
1085,"hyrox workout of the week
cliff
8 rounds for total reps in 32 minutes
40 second max calorie ski
20 second rest
40 second max burpees
20 second rest
40 second max calorie row
20 second rest
40 second max wall ball shots (20/14 lb)",other
1086,"beyond strength and endurance
bse wod 3/4/24
amrap 11:

22 russian kb swings

22 push-ups

200m run",amrap
1087,"crossfit mayhem benchmark wod

gut buster
for time
150 sit-ups
1000 meter row
150 sit-ups",for_time
1088,"ben bergeron

snake bite
21-15-9 reps for time
squat snatches (95/65 lb)
chest-to-bar pull-ups",for_time
1089,"assault fitness benchmark wod


assault pyramid
for time
3-6-9-12-15-12-9-6-3 reps each of:
clean-and-jerks (135/95 lb)
burpees
knees-to-elbows
calorie assault air bike",for_time
1090,"the grinder, crossfit operations order #2

carla
5 rounds for time (in a team of 4)
400 meter run (together)
30 dumbbell deadlifts (2x50/35 lb) (each)
30 sit-ups (each)",for_time
1091,"hyrox workout of the week


steward
6 rounds for load
5 bench presses
5 back squats
5 deadlifts

rest 3 minutes",for_load
1092,"crossfit benchmark wod


lane
5 rounds for max reps
hang power snatches (3/4 bodyweight)
handstand push-ups

rest as needed between rounds.",other
1093,"2019 reykjavik crossfit championship sanctional wod #1 (aka: ""rcc sanctional 19.1"")

esjan
for time
mountain run",for_time
1094,"beyond the whiteboard memorial wod for kobe bryant

kobe
amrap in 13 minutes
8 thrusters (95/65 lb)
24 box jumps (24/20 in)",amrap
1095,"memorial wod

peter pan
4 rounds for time
6 turkish get-ups (55/35 lb, 3 each arm)
6 bear complexes (135/95 lb)*
200 meter run

*1 bear complex consists of: 1 power clean, 1 front squat, 1 push press, 1 back squat, 1 push press",for_time
1096,"smartwod christmas wod


swoly night
for time
50 burpees
40 goblet squats (50/35 lb)
30 push-ups
20 plate ground-to-overhead (45/25 lb)
10 wall walks
20 plate ground-to-overhead (45/25 lb)
30 push-ups
40 goblet squats (50/35 lb)
50 burpees",for_time
1097,"crossfit hero wod


cameron
for time
50 walking lunges
25 chest-to-bar pull-ups
50 box jumps (24/20 in)
25 triple-unders
50 back extensions
25 ring dips
50 knees-to-elbows
25 wall ball ""2-for-1's"" (20/14 lb)
50 sit-ups
5 rope climbs (15 ft)",for_time
1098,"crossfit hero wod


brian
3 rounds for time
5 rope climbs (15 ft)
25 back squats (185/135 lb)",for_time
1100,"555 fitness hero wod

charles garbarini
emom for 9 minutes
odd minutes:
9 deadlifts (275/185 lb)
even minutes:
9 bar over burpees",emom
